
CondaError: Run 'conda init' before 'conda activate'

[GPU 0] Subsets 1-4 (4 tasks)

>>>>>>>>>> [GPU 0] (1/4) actions-zzid2-zb1hq-fsod-amih <<<<<<<<<<
/home/chenzhigang/anaconda3/envs/sam3/lib/python3.12/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
17:39:43 [INFO] ============================================================
17:39:43 [INFO] RF20VL Few-Shot Object Detection — Inference
17:39:43 [INFO] ============================================================
17:39:43 [INFO] Arguments: {'data_path': './data', 'split': 'test', 'subset': 'actions-zzid2-zb1hq-fsod-amih', 'device': 'cuda', 'nms_iou': 0.8, 'output_json': None, 'debug': False, 'no_vis': False}
17:39:43 [INFO] Loading Sam3Segmenter on cuda ...
17:40:08 [INFO] Model loaded in 25.10 s
17:40:08 [INFO] Found 1 subset(s): ['actions-zzid2-zb1hq-fsod-amih']
17:40:08 [INFO] Dataset loaded: subset=actions-zzid2-zb1hq-fsod-amih, samples=726, categories={1: 'Attack', 2: 'Block', 3: 'Defense', 4: 'Serve', 5: 'Set', 6: 'ball'} (0.21 s)
17:40:16 [INFO] [actions-zzid2-zb1hq-fsod-amih] sample 1/726 | category=Attack | supports=10 | candidates=28 | visual=30 tv=25 text=0 | 7.01 s
19:00:36 [INFO] [all-elements-fsod-mebv] sample 90/237 | category=Checked box | supports=5 | candidates=13 | visual=15 tv=14 text=8 | 3.75 s
19:00:41 [INFO] [all-elements-fsod-mebv] sample 91/237 | category=Dropdown box | supports=8 | candidates=7 | visual=13 tv=4 text=0 | 4.45 s
19:00:46 [INFO] [all-elements-fsod-mebv] sample 92/237 | category=Dropdown box | supports=8 | candidates=8 | visual=6 tv=6 text=0 | 4.91 s
19:00:51 [INFO] [all-elements-fsod-mebv] sample 93/237 | category=Dropdown box | supports=8 | candidates=3 | visual=2 tv=2 text=0 | 4.22 s
19:00:56 [INFO] [all-elements-fsod-mebv] sample 94/237 | category=Dropdown box | supports=8 | candidates=6 | visual=7 tv=6 text=0 | 4.73 s
19:01:02 [INFO] [all-elements-fsod-mebv] sample 95/237 | category=Dropdown box | supports=8 | candidates=11 | visual=14 tv=10 text=0 | 5.11 s
19:01:07 [INFO] [all-elements-fsod-mebv] sample 96/237 | category=Dropdown box | supports=8 | candidates=6 | visual=4 tv=4 text=0 | 4.55 s
19:01:12 [INFO] [all-elements-fsod-mebv] sample 97/237 | category=Dropdown box | supports=8 | candidates=1 | visual=8 tv=1 text=0 | 4.18 s
19:01:17 [INFO] [all-elements-fsod-mebv] sample 98/237 | category=Dropdown box | supports=8 | candidates=1 | visual=1 tv=1 text=0 | 4.20 s
19:01:22 [INFO] [all-elements-fsod-mebv] sample 99/237 | category=Dropdown box | supports=8 | candidates=10 | visual=11 tv=6 text=0 | 4.69 s
19:01:27 [INFO] [all-elements-fsod-mebv] sample 100/237 | category=Dropdown box | supports=8 | candidates=0 | visual=0 tv=0 text=0 | 4.52 s
19:01:33 [INFO] [all-elements-fsod-mebv] sample 101/237 | category=Dropdown box | supports=8 | candidates=10 | visual=16 tv=13 text=0 | 4.65 s
19:01:38 [INFO] [all-elements-fsod-mebv] sample 102/237 | category=Dropdown box | supports=8 | candidates=8 | visual=1 tv=2 text=0 | 4.59 s
19:01:43 [INFO] [all-elements-fsod-mebv] sample 103/237 | category=Dropdown box | supports=8 | candidates=0 | visual=0 tv=0 text=0 | 3.96 s
19:01:48 [INFO] [all-elements-fsod-mebv] sample 104/237 | category=Dropdown box | supports=8 | candidates=6 | visual=8 tv=6 text=0 | 4.64 s
19:01:53 [INFO] [all-elements-fsod-mebv] sample 105/237 | category=Dropdown box | supports=8 | candidates=5 | visual=10 tv=7 text=0 | 4.48 s
19:01:58 [INFO] [all-elements-fsod-mebv] sample 106/237 | category=Dropdown box | supports=8 | candidates=3 | visual=3 tv=3 text=0 | 4.52 s
19:02:03 [INFO] [all-elements-fsod-mebv] sample 107/237 | category=Dropdown expand | supports=9 | candidates=1 | visual=2 tv=1 text=0 | 4.21 s
19:02:07 [INFO] [all-elements-fsod-mebv] sample 108/237 | category=Dropdown expand | supports=9 | candidates=0 | visual=0 tv=0 text=0 | 4.01 s
19:02:11 [INFO] [all-elements-fsod-mebv] sample 109/237 | category=Dropdown expand | supports=9 | candidates=3 | visual=2 tv=2 text=0 | 4.25 s
19:02:15 [INFO] [all-elements-fsod-mebv] sample 110/237 | category=Dropdown expand | supports=9 | candidates=0 | visual=0 tv=0 text=0 | 3.88 s
19:02:20 [INFO] [all-elements-fsod-mebv] sample 111/237 | category=Dropdown expand | supports=9 | candidates=7 | visual=6 tv=4 text=0 | 4.91 s
19:02:24 [INFO] [all-elements-fsod-mebv] sample 112/237 | category=Dropdown expand | supports=9 | candidates=0 | visual=0 tv=0 text=0 | 3.92 s
19:02:28 [INFO] [all-elements-fsod-mebv] sample 113/237 | category=Dropdown expand | supports=9 | candidates=1 | visual=1 tv=1 text=0 | 3.96 s
19:02:31 [INFO] [all-elements-fsod-mebv] sample 114/237 | category=Icon | supports=4 | candidates=0 | visual=0 tv=26 text=26 | 2.58 s
19:02:34 [INFO] [all-elements-fsod-mebv] sample 115/237 | category=Icon | supports=4 | candidates=4 | visual=3 tv=18 text=15 | 2.82 s
19:02:37 [INFO] [all-elements-fsod-mebv] sample 116/237 | category=Icon | supports=4 | candidates=0 | visual=0 tv=0 text=0 | 2.45 s
19:02:39 [INFO] [all-elements-fsod-mebv] sample 117/237 | category=Icon | supports=4 | candidates=1 | visual=1 tv=6 text=0 | 2.56 s
19:02:42 [INFO] [all-elements-fsod-mebv] sample 118/237 | category=Icon | supports=4 | candidates=4 | visual=1 tv=34 text=28 | 2.81 s
19:02:45 [INFO] [all-elements-fsod-mebv] sample 119/237 | category=Icon | supports=4 | candidates=4 | visual=5 tv=7 text=5 | 2.75 s
19:02:48 [INFO] [all-elements-fsod-mebv] sample 120/237 | category=Icon | supports=4 | candidates=2 | visual=0 tv=9 text=0 | 2.70 s
19:02:51 [INFO] [all-elements-fsod-mebv] sample 121/237 | category=Icon | supports=4 | candidates=1 | visual=1 tv=17 text=14 | 2.59 s
19:02:54 [INFO] [all-elements-fsod-mebv] sample 122/237 | category=Icon | supports=4 | candidates=2 | visual=32 tv=36 text=28 | 2.74 s
19:02:57 [INFO] [all-elements-fsod-mebv] sample 123/237 | category=Icon | supports=4 | candidates=9 | visual=14 tv=13 text=0 | 3.12 s
19:03:00 [INFO] [all-elements-fsod-mebv] sample 124/237 | category=Icon | supports=4 | candidates=5 | visual=4 tv=6 text=2 | 2.85 s
19:03:03 [INFO] [all-elements-fsod-mebv] sample 125/237 | category=Icon | supports=4 | candidates=5 | visual=5 tv=4 text=0 | 2.85 s
19:03:06 [INFO] [all-elements-fsod-mebv] sample 126/237 | category=Icon | supports=4 | candidates=2 | visual=1 tv=4 text=4 | 2.67 s
19:03:09 [INFO] [all-elements-fsod-mebv] sample 127/237 | category=Icon | supports=4 | candidates=4 | visual=3 tv=3 text=3 | 2.74 s
19:03:13 [INFO] [all-elements-fsod-mebv] sample 128/237 | category=Icon | supports=4 | candidates=2 | visual=20 tv=23 text=18 | 3.50 s
19:03:15 [INFO] [all-elements-fsod-mebv] sample 129/237 | category=Icon | supports=4 | candidates=2 | visual=2 tv=12 text=3 | 2.62 s
19:03:18 [INFO] [all-elements-fsod-mebv] sample 130/237 | category=Icon | supports=4 | candidates=1 | visual=1 tv=15 text=12 | 2.59 s
19:03:21 [INFO] [all-elements-fsod-mebv] sample 131/237 | category=Icon | supports=4 | candidates=4 | visual=1 tv=19 text=8 | 2.80 s
19:03:24 [INFO] [all-elements-fsod-mebv] sample 132/237 | category=Icon | supports=4 | candidates=1 | visual=1 tv=8 text=5 | 2.67 s
19:03:27 [INFO] [all-elements-fsod-mebv] sample 133/237 | category=Icon | supports=4 | candidates=5 | visual=10 tv=15 text=12 | 2.91 s
19:03:30 [INFO] [all-elements-fsod-mebv] sample 134/237 | category=Icon | supports=4 | candidates=7 | visual=8 tv=8 text=10 | 3.06 s
19:03:33 [INFO] [all-elements-fsod-mebv] sample 135/237 | category=Icon | supports=4 | candidates=3 | visual=5 tv=9 text=9 | 2.70 s
19:03:36 [INFO] [all-elements-fsod-mebv] sample 136/237 | category=Icon | supports=4 | candidates=1 | visual=2 tv=3 text=2 | 2.55 s
19:03:39 [INFO] [all-elements-fsod-mebv] sample 137/237 | category=Icon | supports=4 | candidates=4 | visual=24 tv=18 text=0 | 2.93 s
19:03:42 [INFO] [all-elements-fsod-mebv] sample 138/237 | category=Icon | supports=4 | candidates=3 | visual=2 tv=3 text=3 | 2.71 s
19:03:45 [INFO] [all-elements-fsod-mebv] sample 139/237 | category=Icon | supports=4 | candidates=3 | visual=2 tv=9 text=8 | 2.81 s
19:03:48 [INFO] [all-elements-fsod-mebv] sample 140/237 | category=Icon | supports=4 | candidates=0 | visual=0 tv=31 text=31 | 2.58 s
19:03:50 [INFO] [all-elements-fsod-mebv] sample 141/237 | category=Icon | supports=4 | candidates=1 | visual=11 tv=16 text=3 | 2.61 s
19:03:53 [INFO] [all-elements-fsod-mebv] sample 142/237 | category=Icon | supports=4 | candidates=3 | visual=0 tv=11 text=0 | 2.76 s
19:03:56 [INFO] [all-elements-fsod-mebv] sample 143/237 | category=Icon | supports=4 | candidates=1 | visual=1 tv=27 text=25 | 2.61 s
19:03:59 [INFO] [all-elements-fsod-mebv] sample 144/237 | category=Icon | supports=4 | candidates=1 | visual=1 tv=6 text=6 | 3.29 s
19:04:03 [INFO] [all-elements-fsod-mebv] sample 145/237 | category=Icon | supports=4 | candidates=4 | visual=2 tv=7 text=6 | 2.81 s
19:04:05 [INFO] [all-elements-fsod-mebv] sample 146/237 | category=Icon | supports=4 | candidates=1 | visual=1 tv=4 text=0 | 2.62 s
19:04:08 [INFO] [all-elements-fsod-mebv] sample 147/237 | category=Icon | supports=4 | candidates=3 | visual=3 tv=3 text=1 | 2.74 s
19:04:12 [INFO] [all-elements-fsod-mebv] sample 148/237 | category=Icon | supports=4 | candidates=8 | visual=19 tv=28 text=26 | 3.18 s
19:04:15 [INFO] [all-elements-fsod-mebv] sample 149/237 | category=Icon | supports=4 | candidates=10 | visual=4 tv=6 text=0 | 3.21 s
19:04:18 [INFO] [all-elements-fsod-mebv] sample 150/237 | category=Icon | supports=4 | candidates=6 | visual=2 tv=2 text=0 | 2.98 s
19:04:21 [INFO] [all-elements-fsod-mebv] sample 151/237 | category=Icon | supports=4 | candidates=3 | visual=7 tv=12 text=10 | 2.69 s
19:04:24 [INFO] [all-elements-fsod-mebv] sample 152/237 | category=Icon | supports=4 | candidates=4 | visual=2 tv=7 text=5 | 2.83 s
19:04:27 [INFO] [all-elements-fsod-mebv] sample 153/237 | category=Icon | supports=4 | candidates=2 | visual=1 tv=17 text=0 | 2.85 s
19:04:30 [INFO] [all-elements-fsod-mebv] sample 154/237 | category=Icon | supports=4 | candidates=3 | visual=3 tv=11 text=7 | 2.70 s
19:04:33 [INFO] [all-elements-fsod-mebv] sample 155/237 | category=Icon | supports=4 | candidates=7 | visual=3 tv=9 text=4 | 2.96 s
19:04:36 [INFO] [all-elements-fsod-mebv] sample 156/237 | category=Icon | supports=4 | candidates=0 | visual=0 tv=0 text=0 | 2.47 s
19:04:39 [INFO] [all-elements-fsod-mebv] sample 157/237 | category=Icon | supports=4 | candidates=7 | visual=26 tv=29 text=26 | 3.13 s
19:04:42 [INFO] [all-elements-fsod-mebv] sample 158/237 | category=Icon | supports=4 | candidates=1 | visual=11 tv=24 text=24 | 2.57 s
19:04:45 [INFO] [all-elements-fsod-mebv] sample 159/237 | category=Icon | supports=4 | candidates=4 | visual=3 tv=15 text=3 | 2.78 s
19:04:47 [INFO] [all-elements-fsod-mebv] sample 160/237 | category=Icon | supports=4 | candidates=1 | visual=9 tv=17 text=0 | 2.63 s
19:04:51 [INFO] [all-elements-fsod-mebv] sample 161/237 | category=Icon | supports=4 | candidates=8 | visual=7 tv=31 text=29 | 3.20 s
19:04:53 [INFO] [all-elements-fsod-mebv] sample 162/237 | category=Icon | supports=4 | candidates=0 | visual=0 tv=4 text=4 | 2.50 s
19:04:57 [INFO] [all-elements-fsod-mebv] sample 163/237 | category=Icon | supports=4 | candidates=6 | visual=7 tv=7 text=7 | 2.99 s
19:04:59 [INFO] [all-elements-fsod-mebv] sample 164/237 | category=Icon | supports=4 | candidates=2 | visual=6 tv=10 text=7 | 2.64 s
19:05:02 [INFO] [all-elements-fsod-mebv] sample 165/237 | category=Icon | supports=4 | candidates=2 | visual=14 tv=15 text=10 | 2.71 s
19:05:05 [INFO] [all-elements-fsod-mebv] sample 166/237 | category=Icon | supports=4 | candidates=3 | visual=0 tv=7 text=3 | 2.80 s
19:05:10 [INFO] [all-elements-fsod-mebv] sample 167/237 | category=Radio button | supports=7 | candidates=13 | visual=6 tv=6 text=0 | 4.22 s
19:05:14 [INFO] [all-elements-fsod-mebv] sample 168/237 | category=Radio button | supports=7 | candidates=12 | visual=5 tv=4 text=0 | 4.18 s
19:05:20 [INFO] [all-elements-fsod-mebv] sample 169/237 | category=Radio button | supports=7 | candidates=35 | visual=14 tv=14 text=0 | 6.08 s
19:05:25 [INFO] [all-elements-fsod-mebv] sample 170/237 | category=Radio button | supports=7 | candidates=11 | visual=8 tv=8 text=0 | 4.28 s
19:05:33 [INFO] [all-elements-fsod-mebv] sample 171/237 | category=Radio button | supports=7 | candidates=37 | visual=23 tv=23 text=0 | 7.76 s
19:05:37 [INFO] [all-elements-fsod-mebv] sample 172/237 | category=Radio button | supports=7 | candidates=13 | visual=8 tv=8 text=0 | 4.43 s
19:05:44 [INFO] [all-elements-fsod-mebv] sample 173/237 | category=Radio button | supports=7 | candidates=41 | visual=0 tv=0 text=0 | 6.34 s
19:05:48 [INFO] [all-elements-fsod-mebv] sample 174/237 | category=Radio button | supports=7 | candidates=14 | visual=8 tv=8 text=0 | 4.44 s
19:05:53 [INFO] [all-elements-fsod-mebv] sample 175/237 | category=Radio button | supports=7 | candidates=21 | visual=11 tv=9 text=0 | 4.95 s
19:05:57 [INFO] [all-elements-fsod-mebv] sample 176/237 | category=Radio button | supports=7 | candidates=4 | visual=4 tv=3 text=0 | 3.59 s
19:06:01 [INFO] [all-elements-fsod-mebv] sample 177/237 | category=Radio button | supports=7 | candidates=13 | visual=3 tv=3 text=0 | 4.26 s
19:06:05 [INFO] [all-elements-fsod-mebv] sample 178/237 | category=Radio button | supports=7 | candidates=8 | visual=17 tv=15 text=0 | 4.00 s
19:06:11 [INFO] [all-elements-fsod-mebv] sample 179/237 | category=Radio button | supports=7 | candidates=8 | visual=7 tv=6 text=0 | 5.15 s
19:06:16 [INFO] [all-elements-fsod-mebv] sample 180/237 | category=Radio button | supports=7 | candidates=25 | visual=6 tv=8 text=0 | 5.29 s
19:06:21 [INFO] [all-elements-fsod-mebv] sample 181/237 | category=Radio button | supports=7 | candidates=17 | visual=10 tv=7 text=0 | 4.55 s
19:06:26 [INFO] [all-elements-fsod-mebv] sample 182/237 | category=Radio button | supports=7 | candidates=22 | visual=8 tv=8 text=0 | 4.92 s
19:06:31 [INFO] [all-elements-fsod-mebv] sample 183/237 | category=Radio button | supports=7 | candidates=25 | visual=8 tv=8 text=0 | 5.26 s
19:06:35 [INFO] [all-elements-fsod-mebv] sample 184/237 | category=Radio button | supports=7 | candidates=11 | visual=3 tv=3 text=0 | 4.23 s
19:06:42 [INFO] [all-elements-fsod-mebv] sample 185/237 | category=Radio button | supports=7 | candidates=46 | visual=8 tv=6 text=0 | 6.70 s
19:06:47 [INFO] [all-elements-fsod-mebv] sample 186/237 | category=Radio button | supports=7 | candidates=13 | visual=9 tv=10 text=0 | 4.37 s
19:06:53 [INFO] [all-elements-fsod-mebv] sample 187/237 | category=Radio button | supports=7 | candidates=36 | visual=0 tv=0 text=0 | 5.94 s
19:06:57 [INFO] [all-elements-fsod-mebv] sample 188/237 | category=Radio button | supports=7 | candidates=12 | visual=27 tv=11 text=0 | 4.30 s
19:07:03 [INFO] [all-elements-fsod-mebv] sample 189/237 | category=Radio button | supports=7 | candidates=30 | visual=23 tv=22 text=0 | 5.63 s
19:07:08 [INFO] [all-elements-fsod-mebv] sample 190/237 | category=Radio button | supports=7 | candidates=14 | visual=3 tv=3 text=0 | 4.46 s
19:07:11 [INFO] [all-elements-fsod-mebv] sample 191/237 | category=Scroll bar | supports=6 | candidates=1 | visual=2 tv=1 text=0 | 3.14 s
19:07:14 [INFO] [all-elements-fsod-mebv] sample 192/237 | category=Scroll bar | supports=6 | candidates=3 | visual=0 tv=1 text=1 | 3.26 s
19:07:19 [INFO] [all-elements-fsod-mebv] sample 193/237 | category=Scroll bar | supports=6 | candidates=15 | visual=10 tv=7 text=0 | 4.18 s
19:07:22 [INFO] [all-elements-fsod-mebv] sample 194/237 | category=Scroll bar | supports=6 | candidates=3 | visual=2 tv=2 text=0 | 3.34 s
19:07:25 [INFO] [all-elements-fsod-mebv] sample 195/237 | category=Scroll bar | supports=6 | candidates=1 | visual=3 tv=1 text=0 | 3.14 s
19:07:31 [INFO] [all-elements-fsod-mebv] sample 196/237 | category=Scroll bar | supports=6 | candidates=31 | visual=12 tv=10 text=4 | 5.29 s
19:07:35 [INFO] [all-elements-fsod-mebv] sample 197/237 | category=Scroll bar | supports=6 | candidates=14 | visual=4 tv=3 text=3 | 4.08 s
19:07:39 [INFO] [all-elements-fsod-mebv] sample 198/237 | category=Scroll bar | supports=6 | candidates=9 | visual=27 tv=13 text=0 | 3.73 s
19:07:42 [INFO] [all-elements-fsod-mebv] sample 199/237 | category=Scroll bar | supports=6 | candidates=0 | visual=0 tv=0 text=0 | 3.07 s
19:07:46 [INFO] [all-elements-fsod-mebv] sample 200/237 | category=Scroll bar | supports=6 | candidates=5 | visual=3 tv=3 text=0 | 3.44 s
19:07:49 [INFO] [all-elements-fsod-mebv] sample 201/237 | category=Scroll bar | supports=6 | candidates=3 | visual=0 tv=1 text=1 | 3.36 s
19:07:53 [INFO] [all-elements-fsod-mebv] sample 202/237 | category=Scroll bar | supports=6 | candidates=11 | visual=2 tv=3 text=0 | 4.12 s
19:07:57 [INFO] [all-elements-fsod-mebv] sample 203/237 | category=Scroll bar | supports=6 | candidates=1 | visual=1 tv=1 text=0 | 3.14 s
19:08:00 [INFO] [all-elements-fsod-mebv] sample 204/237 | category=Scroll bar | supports=6 | candidates=3 | visual=3 tv=2 text=1 | 3.29 s
19:08:04 [INFO] [all-elements-fsod-mebv] sample 205/237 | category=Scroll bar | supports=6 | candidates=3 | visual=2 tv=2 text=0 | 3.29 s
19:08:08 [INFO] [all-elements-fsod-mebv] sample 206/237 | category=Scroll bar | supports=6 | candidates=17 | visual=12 tv=11 text=0 | 4.32 s
19:08:12 [INFO] [all-elements-fsod-mebv] sample 207/237 | category=Scroll bar | supports=6 | candidates=5 | visual=0 tv=0 text=1 | 3.42 s
19:08:15 [INFO] [all-elements-fsod-mebv] sample 208/237 | category=Scroll bar | supports=6 | candidates=4 | visual=4 tv=4 text=0 | 3.37 s
19:08:18 [INFO] [all-elements-fsod-mebv] sample 209/237 | category=Scroll bar | supports=6 | candidates=1 | visual=1 tv=1 text=0 | 3.15 s
19:08:22 [INFO] [all-elements-fsod-mebv] sample 210/237 | category=Scroll bar | supports=6 | candidates=0 | visual=0 tv=0 text=0 | 3.08 s
19:08:26 [INFO] [all-elements-fsod-mebv] sample 211/237 | category=Text box | supports=7 | candidates=2 | visual=2 tv=5 text=0 | 3.63 s
19:08:29 [INFO] [all-elements-fsod-mebv] sample 212/237 | category=Text box | supports=7 | candidates=1 | visual=1 tv=1 text=0 | 3.54 s
19:08:33 [INFO] [all-elements-fsod-mebv] sample 213/237 | category=Text box | supports=7 | candidates=3 | visual=4 tv=2 text=0 | 3.58 s
19:08:38 [INFO] [all-elements-fsod-mebv] sample 214/237 | category=Text box | supports=7 | candidates=12 | visual=7 tv=6 text=0 | 4.47 s
19:08:42 [INFO] [all-elements-fsod-mebv] sample 215/237 | category=Text box | supports=7 | candidates=4 | visual=5 tv=5 text=0 | 3.78 s
19:08:45 [INFO] [all-elements-fsod-mebv] sample 216/237 | category=Text box | supports=7 | candidates=0 | visual=0 tv=0 text=0 | 3.57 s
19:08:49 [INFO] [all-elements-fsod-mebv] sample 217/237 | category=Text box | supports=7 | candidates=5 | visual=10 tv=5 text=3 | 3.70 s
19:08:53 [INFO] [all-elements-fsod-mebv] sample 218/237 | category=Text box | supports=7 | candidates=4 | visual=14 tv=18 text=0 | 3.87 s
19:08:57 [INFO] [all-elements-fsod-mebv] sample 219/237 | category=Text box | supports=7 | candidates=2 | visual=1 tv=1 text=0 | 3.76 s
19:09:01 [INFO] [all-elements-fsod-mebv] sample 220/237 | category=Text box | supports=7 | candidates=2 | visual=3 tv=8 text=0 | 3.60 s
19:09:05 [INFO] [all-elements-fsod-mebv] sample 221/237 | category=Text box | supports=7 | candidates=3 | visual=3 tv=3 text=0 | 3.69 s
19:09:09 [INFO] [all-elements-fsod-mebv] sample 222/237 | category=Text box | supports=7 | candidates=1 | visual=2 tv=7 text=0 | 3.47 s
19:09:12 [INFO] [all-elements-fsod-mebv] sample 223/237 | category=Text box | supports=7 | candidates=0 | visual=0 tv=0 text=0 | 3.36 s
19:09:16 [INFO] [all-elements-fsod-mebv] sample 224/237 | category=Text box | supports=7 | candidates=2 | visual=2 tv=2 text=0 | 3.62 s
19:09:20 [INFO] [all-elements-fsod-mebv] sample 225/237 | category=Text box | supports=7 | candidates=0 | visual=0 tv=0 text=0 | 3.45 s
19:09:24 [INFO] [all-elements-fsod-mebv] sample 226/237 | category=Text box | supports=7 | candidates=10 | visual=17 tv=17 text=10 | 4.07 s
19:09:28 [INFO] [all-elements-fsod-mebv] sample 227/237 | category=Text box | supports=7 | candidates=5 | visual=8 tv=7 text=0 | 3.84 s
19:09:32 [INFO] [all-elements-fsod-mebv] sample 228/237 | category=Text box | supports=7 | candidates=3 | visual=3 tv=3 text=0 | 3.69 s
19:09:36 [INFO] [all-elements-fsod-mebv] sample 229/237 | category=Text box | supports=7 | candidates=4 | visual=6 tv=6 text=0 | 3.66 s
19:09:39 [INFO] [all-elements-fsod-mebv] sample 230/237 | category=Text box | supports=7 | candidates=2 | visual=2 tv=11 text=0 | 3.48 s
19:09:43 [INFO] [all-elements-fsod-mebv] sample 231/237 | category=Text box | supports=7 | candidates=3 | visual=2 tv=2 text=0 | 3.59 s
19:09:47 [INFO] [all-elements-fsod-mebv] sample 232/237 | category=Text box | supports=7 | candidates=5 | visual=5 tv=6 text=0 | 3.85 s
19:09:51 [INFO] [all-elements-fsod-mebv] sample 233/237 | category=Text box | supports=7 | candidates=2 | visual=2 tv=2 text=0 | 3.55 s
19:09:55 [INFO] [all-elements-fsod-mebv] sample 234/237 | category=Text box | supports=7 | candidates=2 | visual=1 tv=2 text=0 | 3.66 s
19:09:59 [INFO] [all-elements-fsod-mebv] sample 235/237 | category=Text box | supports=7 | candidates=8 | visual=5 tv=6 text=0 | 4.07 s
19:10:02 [INFO] [all-elements-fsod-mebv] sample 236/237 | category=Text box | supports=7 | candidates=0 | visual=0 tv=0 text=0 | 3.46 s
19:10:06 [INFO] [all-elements-fsod-mebv] sample 237/237 | category=Text box | supports=7 | candidates=1 | visual=1 tv=1 text=0 | 3.45 s
19:10:06 [INFO] --- COCO Evaluation: all-elements-fsod-mebv ---
loading annotations into memory...
Done (t=0.00s)
creating index...
index created!
Loading and preparing results...
DONE (t=0.00s)
creating index...
index created!
Running per image evaluation...
Evaluate annotation type *bbox*
DONE (t=0.17s).
Accumulating evaluation results...
DONE (t=0.04s).
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.155
 Average Precision  (AP) @[ IoU=0.50      | area=   all | maxDets=100 ] = 0.232
 Average Precision  (AP) @[ IoU=0.75      | area=   all | maxDets=100 ] = 0.170
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.123
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.189
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.190
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=  1 ] = 0.075
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets= 10 ] = 0.318
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.352
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.277
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.404
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.447
19:10:06 [INFO]   [visual] AP=0.1547  AP50=0.2322  AP75=0.1703  AP_s=0.1228  AP_m=0.1892  AP_l=0.1903
loading annotations into memory...
Done (t=0.00s)
creating index...
index created!
Loading and preparing results...
DONE (t=0.00s)
creating index...
index created!
Running per image evaluation...
Evaluate annotation type *bbox*
DONE (t=0.25s).
Accumulating evaluation results...
DONE (t=0.05s).
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.196
 Average Precision  (AP) @[ IoU=0.50      | area=   all | maxDets=100 ] = 0.296
 Average Precision  (AP) @[ IoU=0.75      | area=   all | maxDets=100 ] = 0.212
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.221
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.245
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.210
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=  1 ] = 0.096
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets= 10 ] = 0.364
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.381
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.426
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.470
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.545
19:10:07 [INFO]   [tv] AP=0.1960  AP50=0.2957  AP75=0.2123  AP_s=0.2213  AP_m=0.2452  AP_l=0.2100
loading annotations into memory...
Done (t=0.00s)
creating index...
index created!
Loading and preparing results...
DONE (t=0.00s)
creating index...
index created!
Running per image evaluation...
Evaluate annotation type *bbox*
DONE (t=0.17s).
Accumulating evaluation results...
DONE (t=0.04s).
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.201
 Average Precision  (AP) @[ IoU=0.50      | area=   all | maxDets=100 ] = 0.283
 Average Precision  (AP) @[ IoU=0.75      | area=   all | maxDets=100 ] = 0.218
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.243
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.257
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.157
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=  1 ] = 0.067
