
CondaError: Run 'conda init' before 'conda activate'

[GPU 3] Subsets 13-16 (4 tasks)

>>>>>>>>>> [GPU 3] (1/4) recode-waste-czvmg-fsod-yxsw <<<<<<<<<<
/home/chenzhigang/anaconda3/envs/sam3/lib/python3.12/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
17:39:43 [INFO] ============================================================
17:39:43 [INFO] RF20VL Few-Shot Object Detection — Inference
17:39:43 [INFO] ============================================================
17:39:43 [INFO] Arguments: {'data_path': './data', 'split': 'test', 'subset': 'recode-waste-czvmg-fsod-yxsw', 'device': 'cuda', 'nms_iou': 0.8, 'output_json': None, 'debug': False, 'no_vis': False}
17:39:43 [INFO] Loading Sam3Segmenter on cuda ...
17:40:04 [INFO] Model loaded in 21.42 s
17:40:04 [INFO] Found 1 subset(s): ['recode-waste-czvmg-fsod-yxsw']
17:40:05 [INFO] Dataset loaded: subset=recode-waste-czvmg-fsod-yxsw, samples=1421, categories={1: 'aggregate', 2: 'cardboard', 3: 'hard plastic', 4: 'metal', 5: 'soft plastic', 6: 'timber'} (0.34 s)
17:40:11 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1/1421 | category=aggregate | supports=2 | candidates=49 | visual=60 tv=60 text=0 | 6.27 s
20:09:44 [INFO] [soda-bottles-fsod-haga] sample 586/662 | category=sprite | supports=4 | candidates=28 | visual=26 tv=26 text=0 | 4.55 s
20:09:48 [INFO] [soda-bottles-fsod-haga] sample 587/662 | category=sprite | supports=4 | candidates=12 | visual=12 tv=12 text=0 | 3.32 s
20:09:53 [INFO] [soda-bottles-fsod-haga] sample 588/662 | category=sprite | supports=4 | candidates=29 | visual=29 tv=29 text=0 | 4.64 s
20:09:57 [INFO] [soda-bottles-fsod-haga] sample 589/662 | category=sprite | supports=4 | candidates=22 | visual=22 tv=22 text=0 | 4.09 s
20:10:01 [INFO] [soda-bottles-fsod-haga] sample 590/662 | category=sprite | supports=4 | candidates=25 | visual=24 tv=24 text=0 | 4.32 s
20:10:07 [INFO] [soda-bottles-fsod-haga] sample 591/662 | category=sprite | supports=4 | candidates=40 | visual=38 tv=38 text=0 | 5.51 s
20:10:12 [INFO] [soda-bottles-fsod-haga] sample 592/662 | category=sprite | supports=4 | candidates=37 | visual=37 tv=36 text=0 | 5.25 s
20:10:17 [INFO] [soda-bottles-fsod-haga] sample 593/662 | category=sprite | supports=4 | candidates=21 | visual=22 tv=23 text=0 | 4.01 s
20:10:21 [INFO] [soda-bottles-fsod-haga] sample 594/662 | category=sprite | supports=4 | candidates=29 | visual=31 tv=32 text=0 | 4.63 s
20:10:25 [INFO] [soda-bottles-fsod-haga] sample 595/662 | category=sprite | supports=4 | candidates=17 | visual=18 tv=18 text=2 | 3.70 s
20:10:30 [INFO] [soda-bottles-fsod-haga] sample 596/662 | category=sprite | supports=4 | candidates=31 | visual=29 tv=29 text=0 | 4.75 s
20:10:34 [INFO] [soda-bottles-fsod-haga] sample 597/662 | category=sprite | supports=4 | candidates=24 | visual=25 tv=25 text=0 | 4.22 s
20:10:40 [INFO] [soda-bottles-fsod-haga] sample 598/662 | category=sprite | supports=4 | candidates=41 | visual=39 tv=39 text=0 | 5.53 s
20:10:45 [INFO] [soda-bottles-fsod-haga] sample 599/662 | category=sprite | supports=4 | candidates=37 | visual=37 tv=37 text=0 | 5.21 s
20:10:50 [INFO] [soda-bottles-fsod-haga] sample 600/662 | category=sprite | supports=4 | candidates=30 | visual=30 tv=29 text=0 | 4.67 s
20:10:56 [INFO] [soda-bottles-fsod-haga] sample 601/662 | category=sprite | supports=4 | candidates=40 | visual=37 tv=37 text=0 | 5.44 s
20:11:00 [INFO] [soda-bottles-fsod-haga] sample 602/662 | category=sprite | supports=4 | candidates=16 | visual=21 tv=22 text=4 | 3.60 s
20:11:05 [INFO] [soda-bottles-fsod-haga] sample 603/662 | category=sprite | supports=4 | candidates=32 | visual=32 tv=32 text=0 | 4.84 s
20:11:10 [INFO] [soda-bottles-fsod-haga] sample 604/662 | category=sprite | supports=4 | candidates=38 | visual=37 tv=37 text=0 | 5.30 s
20:11:13 [INFO] [soda-bottles-fsod-haga] sample 605/662 | category=sprite | supports=4 | candidates=10 | visual=10 tv=10 text=1 | 3.16 s
20:11:19 [INFO] [soda-bottles-fsod-haga] sample 606/662 | category=sprite | supports=4 | candidates=39 | visual=39 tv=38 text=0 | 5.40 s
20:11:22 [INFO] [soda-bottles-fsod-haga] sample 607/662 | category=sprite | supports=4 | candidates=6 | visual=6 tv=6 text=0 | 2.87 s
20:11:27 [INFO] [soda-bottles-fsod-haga] sample 608/662 | category=sprite | supports=4 | candidates=37 | visual=37 tv=37 text=0 | 5.24 s
20:11:31 [INFO] [soda-bottles-fsod-haga] sample 609/662 | category=sprite | supports=4 | candidates=19 | visual=19 tv=20 text=0 | 3.86 s
20:11:35 [INFO] [soda-bottles-fsod-haga] sample 610/662 | category=sprite | supports=4 | candidates=17 | visual=18 tv=18 text=0 | 3.71 s
20:11:38 [INFO] [soda-bottles-fsod-haga] sample 611/662 | category=sprite | supports=4 | candidates=6 | visual=6 tv=6 text=1 | 2.89 s
20:11:42 [INFO] [soda-bottles-fsod-haga] sample 612/662 | category=sprite | supports=4 | candidates=17 | visual=18 tv=18 text=5 | 3.71 s
20:11:47 [INFO] [soda-bottles-fsod-haga] sample 613/662 | category=sprite | supports=4 | candidates=26 | visual=26 tv=26 text=0 | 4.41 s
20:11:51 [INFO] [soda-bottles-fsod-haga] sample 614/662 | category=sprite | supports=4 | candidates=21 | visual=20 tv=20 text=0 | 4.02 s
20:11:56 [INFO] [soda-bottles-fsod-haga] sample 615/662 | category=sprite | supports=4 | candidates=28 | visual=28 tv=28 text=0 | 4.56 s
20:12:02 [INFO] [soda-bottles-fsod-haga] sample 616/662 | category=sprite | supports=4 | candidates=43 | visual=46 tv=47 text=0 | 5.75 s
20:12:07 [INFO] [soda-bottles-fsod-haga] sample 617/662 | category=sprite | supports=4 | candidates=38 | visual=37 tv=37 text=0 | 5.35 s
20:12:12 [INFO] [soda-bottles-fsod-haga] sample 618/662 | category=sprite | supports=4 | candidates=29 | visual=30 tv=31 text=0 | 4.65 s
20:12:17 [INFO] [soda-bottles-fsod-haga] sample 619/662 | category=sprite | supports=4 | candidates=36 | visual=37 tv=37 text=0 | 5.20 s
20:12:21 [INFO] [soda-bottles-fsod-haga] sample 620/662 | category=sprite | supports=4 | candidates=15 | visual=18 tv=18 text=0 | 3.56 s
20:12:25 [INFO] [soda-bottles-fsod-haga] sample 621/662 | category=sprite | supports=4 | candidates=26 | visual=26 tv=26 text=0 | 4.39 s
20:12:31 [INFO] [soda-bottles-fsod-haga] sample 622/662 | category=sprite | supports=4 | candidates=33 | visual=32 tv=32 text=0 | 4.93 s
20:12:35 [INFO] [soda-bottles-fsod-haga] sample 623/662 | category=sprite | supports=4 | candidates=24 | visual=24 tv=24 text=0 | 4.22 s
20:12:40 [INFO] [soda-bottles-fsod-haga] sample 624/662 | category=sprite | supports=4 | candidates=31 | visual=31 tv=32 text=0 | 4.77 s
20:12:45 [INFO] [soda-bottles-fsod-haga] sample 625/662 | category=sprite | supports=4 | candidates=28 | visual=29 tv=30 text=0 | 4.54 s
20:12:50 [INFO] [soda-bottles-fsod-haga] sample 626/662 | category=sprite | supports=4 | candidates=40 | visual=49 tv=49 text=0 | 5.48 s
20:12:55 [INFO] [soda-bottles-fsod-haga] sample 627/662 | category=sprite | supports=4 | candidates=23 | visual=28 tv=29 text=3 | 4.16 s
20:13:00 [INFO] [soda-bottles-fsod-haga] sample 628/662 | category=sprite | supports=4 | candidates=38 | visual=38 tv=38 text=0 | 5.32 s
20:13:06 [INFO] [soda-bottles-fsod-haga] sample 629/662 | category=sprite | supports=4 | candidates=39 | visual=39 tv=39 text=0 | 5.40 s
20:13:10 [INFO] [soda-bottles-fsod-haga] sample 630/662 | category=sprite | supports=4 | candidates=27 | visual=26 tv=26 text=0 | 4.46 s
20:13:15 [INFO] [soda-bottles-fsod-haga] sample 631/662 | category=sprite | supports=4 | candidates=32 | visual=30 tv=30 text=0 | 4.85 s
20:13:20 [INFO] [soda-bottles-fsod-haga] sample 632/662 | category=sprite | supports=4 | candidates=28 | visual=28 tv=28 text=0 | 4.55 s
20:13:24 [INFO] [soda-bottles-fsod-haga] sample 633/662 | category=sprite | supports=4 | candidates=25 | visual=26 tv=26 text=0 | 4.32 s
20:13:30 [INFO] [soda-bottles-fsod-haga] sample 634/662 | category=sprite | supports=4 | candidates=35 | visual=31 tv=31 text=0 | 5.09 s
20:13:33 [INFO] [soda-bottles-fsod-haga] sample 635/662 | category=sprite | supports=4 | candidates=15 | visual=14 tv=14 text=0 | 3.56 s
20:13:36 [INFO] [soda-bottles-fsod-haga] sample 636/662 | category=sprite | supports=4 | candidates=6 | visual=6 tv=6 text=1 | 2.87 s
20:13:42 [INFO] [soda-bottles-fsod-haga] sample 637/662 | category=sprite | supports=4 | candidates=40 | visual=38 tv=38 text=0 | 5.49 s
20:13:47 [INFO] [soda-bottles-fsod-haga] sample 638/662 | category=sprite | supports=4 | candidates=33 | visual=33 tv=33 text=0 | 4.94 s
20:13:52 [INFO] [soda-bottles-fsod-haga] sample 639/662 | category=sprite | supports=4 | candidates=30 | visual=34 tv=34 text=0 | 4.72 s
20:13:56 [INFO] [soda-bottles-fsod-haga] sample 640/662 | category=sprite | supports=4 | candidates=13 | visual=15 tv=15 text=0 | 3.41 s
20:13:59 [INFO] [soda-bottles-fsod-haga] sample 641/662 | category=sprite | supports=4 | candidates=6 | visual=6 tv=6 text=2 | 2.88 s
20:14:03 [INFO] [soda-bottles-fsod-haga] sample 642/662 | category=sprite | supports=4 | candidates=29 | visual=28 tv=28 text=0 | 4.63 s
20:14:08 [INFO] [soda-bottles-fsod-haga] sample 643/662 | category=sprite | supports=4 | candidates=32 | visual=32 tv=32 text=0 | 4.87 s
20:14:13 [INFO] [soda-bottles-fsod-haga] sample 644/662 | category=sprite | supports=4 | candidates=28 | visual=27 tv=27 text=0 | 4.56 s
20:14:18 [INFO] [soda-bottles-fsod-haga] sample 645/662 | category=sprite | supports=4 | candidates=27 | visual=28 tv=28 text=0 | 4.48 s
20:14:23 [INFO] [soda-bottles-fsod-haga] sample 646/662 | category=sprite | supports=4 | candidates=32 | visual=31 tv=31 text=0 | 4.87 s
20:14:27 [INFO] [soda-bottles-fsod-haga] sample 647/662 | category=sprite | supports=4 | candidates=20 | visual=20 tv=20 text=0 | 3.94 s
20:14:32 [INFO] [soda-bottles-fsod-haga] sample 648/662 | category=sprite | supports=4 | candidates=28 | visual=28 tv=28 text=0 | 4.56 s
20:14:36 [INFO] [soda-bottles-fsod-haga] sample 649/662 | category=sprite | supports=4 | candidates=29 | visual=27 tv=27 text=0 | 4.64 s
20:14:41 [INFO] [soda-bottles-fsod-haga] sample 650/662 | category=sprite | supports=4 | candidates=27 | visual=26 tv=27 text=0 | 4.48 s
20:14:46 [INFO] [soda-bottles-fsod-haga] sample 651/662 | category=sprite | supports=4 | candidates=28 | visual=26 tv=27 text=0 | 4.55 s
20:14:50 [INFO] [soda-bottles-fsod-haga] sample 652/662 | category=sprite | supports=4 | candidates=19 | visual=20 tv=20 text=5 | 3.86 s
20:14:54 [INFO] [soda-bottles-fsod-haga] sample 653/662 | category=sprite | supports=4 | candidates=26 | visual=27 tv=28 text=0 | 4.40 s
20:14:59 [INFO] [soda-bottles-fsod-haga] sample 654/662 | category=sprite | supports=4 | candidates=30 | visual=31 tv=29 text=0 | 4.70 s
20:15:04 [INFO] [soda-bottles-fsod-haga] sample 655/662 | category=sprite | supports=4 | candidates=28 | visual=28 tv=28 text=0 | 4.56 s
20:15:08 [INFO] [soda-bottles-fsod-haga] sample 656/662 | category=sprite | supports=4 | candidates=20 | visual=18 tv=18 text=0 | 3.93 s
20:15:12 [INFO] [soda-bottles-fsod-haga] sample 657/662 | category=sprite | supports=4 | candidates=19 | visual=19 tv=19 text=0 | 3.86 s
20:15:17 [INFO] [soda-bottles-fsod-haga] sample 658/662 | category=sprite | supports=4 | candidates=30 | visual=25 tv=25 text=0 | 4.70 s
20:15:22 [INFO] [soda-bottles-fsod-haga] sample 659/662 | category=sprite | supports=4 | candidates=30 | visual=30 tv=31 text=0 | 4.72 s
20:15:26 [INFO] [soda-bottles-fsod-haga] sample 660/662 | category=sprite | supports=4 | candidates=27 | visual=27 tv=27 text=0 | 4.47 s
20:15:31 [INFO] [soda-bottles-fsod-haga] sample 661/662 | category=sprite | supports=4 | candidates=29 | visual=25 tv=26 text=0 | 4.63 s
20:15:35 [INFO] [soda-bottles-fsod-haga] sample 662/662 | category=sprite | supports=4 | candidates=22 | visual=22 tv=22 text=2 | 4.09 s
20:15:35 [INFO] --- COCO Evaluation: soda-bottles-fsod-haga ---
loading annotations into memory...
Done (t=0.03s)
creating index...
index created!
Loading and preparing results...
DONE (t=0.02s)
creating index...
index created!
Running per image evaluation...
Evaluate annotation type *bbox*
DONE (t=2.42s).
Accumulating evaluation results...
DONE (t=0.14s).
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.104
 Average Precision  (AP) @[ IoU=0.50      | area=   all | maxDets=100 ] = 0.246
 Average Precision  (AP) @[ IoU=0.75      | area=   all | maxDets=100 ] = 0.076
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.000
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.000
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.105
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=  1 ] = 0.022
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets= 10 ] = 0.208
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.414
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.000
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.000
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.416
20:15:38 [INFO]   [visual] AP=0.1042  AP50=0.2459  AP75=0.0756  AP_s=0.0000  AP_m=0.0000  AP_l=0.1050
loading annotations into memory...
Done (t=0.01s)
creating index...
index created!
Loading and preparing results...
DONE (t=0.02s)
creating index...
index created!
Running per image evaluation...
Evaluate annotation type *bbox*
DONE (t=2.41s).
Accumulating evaluation results...
DONE (t=0.13s).
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.107
 Average Precision  (AP) @[ IoU=0.50      | area=   all | maxDets=100 ] = 0.252
 Average Precision  (AP) @[ IoU=0.75      | area=   all | maxDets=100 ] = 0.078
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.000
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.000
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.107
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=  1 ] = 0.025
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets= 10 ] = 0.215
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.414
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.000
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.000
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.416
20:15:41 [INFO]   [tv] AP=0.1068  AP50=0.2521  AP75=0.0779  AP_s=0.0000  AP_m=0.0000  AP_l=0.1074
loading annotations into memory...
Done (t=0.01s)
creating index...
index created!
Loading and preparing results...
DONE (t=0.00s)
creating index...
index created!
Running per image evaluation...
Evaluate annotation type *bbox*
DONE (t=0.40s).
Accumulating evaluation results...
DONE (t=0.04s).
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.080
 Average Precision  (AP) @[ IoU=0.50      | area=   all | maxDets=100 ] = 0.179
 Average Precision  (AP) @[ IoU=0.75      | area=   all | maxDets=100 ] = 0.066
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.000
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.000
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.082
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=  1 ] = 0.026
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets= 10 ] = 0.102
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.117
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.000
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.000
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.117
20:15:41 [INFO]   [text] AP=0.0798  AP50=0.1788  AP75=0.0657  AP_s=0.0000  AP_m=0.0000  AP_l=0.0819
20:15:41 [INFO] ============================================================
20:15:41 [INFO] TIMING SUMMARY
20:15:41 [INFO] ============================================================
20:15:41 [INFO] 
20:15:41 [INFO] --- Timing ---
20:15:41 [INFO] Model loading:    10.44 s
20:15:41 [INFO] Total inference:  3130.50 s
20:15:41 [INFO] Samples processed: 662
20:15:41 [INFO] Avg per sample:   4.561 s
20:15:41 [INFO] Min per sample:   2.861 s
20:15:41 [INFO] Max per sample:   6.256 s
20:15:42 [INFO] Submission pickle files saved to results/20260513_192321_soda-bottles-fsod-haga_test/submissions
20:15:42 [INFO] Results saved to results/20260513_192321_soda-bottles-fsod-haga_test/results.json
20:15:42 [INFO] Log file: results/20260513_192321_soda-bottles-fsod-haga_test/inference.log
>>>>>>>>>> [GPU 3] soda-bottles-fsod-haga DONE <<<<<<<<<<
>>>>>>>>>> [GPU 3] (3/4) the-dreidel-project-anzyr-fsod-zejm <<<<<<<<<<
/home/chenzhigang/anaconda3/envs/sam3/lib/python3.12/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
20:15:47 [INFO] ============================================================
20:15:47 [INFO] RF20VL Few-Shot Object Detection — Inference
20:15:47 [INFO] ============================================================
20:15:47 [INFO] Arguments: {'data_path': './data', 'split': 'test', 'subset': 'the-dreidel-project-anzyr-fsod-zejm', 'device': 'cuda', 'nms_iou': 0.8, 'output_json': None, 'debug': False, 'no_vis': False}
20:15:47 [INFO] Loading Sam3Segmenter on cuda ...
20:15:57 [INFO] Model loaded in 10.28 s
20:15:57 [INFO] Found 1 subset(s): ['the-dreidel-project-anzyr-fsod-zejm']
20:15:58 [INFO] Dataset loaded: subset=the-dreidel-project-anzyr-fsod-zejm, samples=112, categories={1: 'Dreidel', 2: 'Gimel', 3: 'Hay', 4: 'Nun', 5: 'Shin', 6: 'Spinning Dreidel'} (0.18 s)
20:16:06 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 1/112 | category=Dreidel | supports=10 | candidates=3 | visual=3 tv=1 text=1 | 7.02 s
20:16:14 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 2/112 | category=Dreidel | supports=10 | candidates=3 | visual=3 tv=2 text=1 | 6.42 s
20:16:23 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 3/112 | category=Dreidel | supports=10 | candidates=3 | visual=2 tv=2 text=1 | 6.36 s
20:16:31 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 4/112 | category=Dreidel | supports=10 | candidates=3 | visual=2 tv=1 text=1 | 6.37 s
20:16:39 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 5/112 | category=Dreidel | supports=10 | candidates=3 | visual=2 tv=2 text=1 | 6.36 s
20:16:47 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 6/112 | category=Dreidel | supports=10 | candidates=3 | visual=2 tv=2 text=1 | 6.57 s
20:16:56 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 7/112 | category=Dreidel | supports=10 | candidates=3 | visual=2 tv=2 text=1 | 6.28 s
20:17:04 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 8/112 | category=Dreidel | supports=10 | candidates=3 | visual=2 tv=2 text=1 | 6.43 s
20:17:13 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 9/112 | category=Dreidel | supports=10 | candidates=3 | visual=2 tv=2 text=1 | 6.42 s
20:17:21 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 10/112 | category=Dreidel | supports=10 | candidates=3 | visual=5 tv=4 text=1 | 6.23 s
20:17:31 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 11/112 | category=Dreidel | supports=10 | candidates=8 | visual=11 tv=10 text=1 | 7.93 s
20:17:39 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 12/112 | category=Dreidel | supports=10 | candidates=0 | visual=0 tv=0 text=0 | 6.18 s
20:17:48 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 13/112 | category=Dreidel | supports=10 | candidates=1 | visual=1 tv=1 text=0 | 6.48 s
20:17:56 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 14/112 | category=Dreidel | supports=10 | candidates=3 | visual=2 tv=2 text=1 | 6.37 s
20:18:05 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 15/112 | category=Dreidel | supports=10 | candidates=8 | visual=6 tv=6 text=2 | 6.91 s
20:18:13 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 16/112 | category=Dreidel | supports=10 | candidates=2 | visual=3 tv=2 text=1 | 5.87 s
20:18:22 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 17/112 | category=Dreidel | supports=10 | candidates=11 | visual=6 tv=7 text=5 | 6.67 s
20:18:30 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 18/112 | category=Dreidel | supports=10 | candidates=3 | visual=2 tv=2 text=1 | 6.10 s
20:18:38 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 19/112 | category=Dreidel | supports=10 | candidates=2 | visual=2 tv=2 text=0 | 5.92 s
20:18:47 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 20/112 | category=Dreidel | supports=10 | candidates=14 | visual=6 tv=6 text=4 | 6.95 s
20:18:55 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 21/112 | category=Dreidel | supports=10 | candidates=2 | visual=2 tv=2 text=1 | 5.87 s
20:19:03 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 22/112 | category=Dreidel | supports=10 | candidates=3 | visual=2 tv=2 text=0 | 6.35 s
20:19:11 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 23/112 | category=Dreidel | supports=10 | candidates=2 | visual=2 tv=2 text=1 | 5.90 s
20:19:19 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 24/112 | category=Dreidel | supports=10 | candidates=3 | visual=3 tv=2 text=1 | 6.39 s
20:19:28 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 25/112 | category=Dreidel | supports=10 | candidates=3 | visual=2 tv=2 text=1 | 6.38 s
20:19:36 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 26/112 | category=Dreidel | supports=10 | candidates=3 | visual=3 tv=1 text=1 | 6.37 s
20:19:44 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 27/112 | category=Dreidel | supports=10 | candidates=7 | visual=11 tv=8 text=0 | 6.28 s
20:19:52 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 28/112 | category=Dreidel | supports=10 | candidates=3 | visual=2 tv=2 text=1 | 6.41 s
20:20:00 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 29/112 | category=Dreidel | supports=10 | candidates=6 | visual=5 tv=5 text=5 | 6.27 s
20:20:09 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 30/112 | category=Dreidel | supports=10 | candidates=8 | visual=6 tv=6 text=5 | 6.36 s
20:20:17 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 31/112 | category=Dreidel | supports=10 | candidates=3 | visual=3 tv=2 text=1 | 5.95 s
20:20:24 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 32/112 | category=Dreidel | supports=10 | candidates=2 | visual=2 tv=2 text=0 | 5.89 s
20:20:32 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 33/112 | category=Dreidel | supports=10 | candidates=3 | visual=2 tv=2 text=1 | 6.11 s
20:20:41 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 34/112 | category=Dreidel | supports=10 | candidates=7 | visual=6 tv=6 text=5 | 6.37 s
20:20:48 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 35/112 | category=Gimel | supports=10 | candidates=7 | visual=5 tv=5 text=0 | 5.49 s
20:20:54 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 36/112 | category=Gimel | supports=10 | candidates=6 | visual=3 tv=3 text=0 | 5.44 s
20:21:00 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 37/112 | category=Gimel | supports=10 | candidates=7 | visual=4 tv=4 text=0 | 5.53 s
20:21:06 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 38/112 | category=Gimel | supports=10 | candidates=5 | visual=5 tv=4 text=0 | 5.40 s
20:21:14 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 39/112 | category=Gimel | supports=10 | candidates=6 | visual=10 tv=5 text=0 | 6.90 s
20:21:22 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 40/112 | category=Gimel | supports=10 | candidates=7 | visual=5 tv=5 text=0 | 6.88 s
20:21:30 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 41/112 | category=Gimel | supports=10 | candidates=6 | visual=4 tv=3 text=0 | 6.89 s
20:21:39 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 42/112 | category=Gimel | supports=10 | candidates=15 | visual=13 tv=9 text=0 | 7.55 s
20:21:47 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 43/112 | category=Gimel | supports=10 | candidates=12 | visual=15 tv=12 text=0 | 7.34 s
20:21:53 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 44/112 | category=Gimel | supports=10 | candidates=6 | visual=5 tv=4 text=0 | 5.39 s
20:22:00 [INFO] [the-dreidel-project-anzyr-fsod-zejm] sample 45/112 | category=Gimel | supports=10 | candidates=6 | visual=3 tv=3 text=0 | 5.43 s
